NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch2,LOCATION,LOCATION.center,LOCATION.dist,LOCATION.half,LOCATION.pole,LOCATION.side,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.Maxima1,MAXIMA.count,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,ZSCORE,
b1,00c36966-040e-4542-b6b9-7ab7087fc1e1,b1,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7275.679,Stats[mean=7114.5537 min=5444.0 max=11039.0 stdv=1124.2861],Stats[mean=6361.7153 min=5142.0 max=7464.0 stdv=472.99173],(x=1.41 y=1.40),false,1.9861107,2,2,2,1.4114027,1.3973467,0,0,0,1,1,1,1,1,1,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.1626939,1.5632769,3.6047254,0.4714452,0.3198602,2.9097788,2.9950109,1,41.49893,6.455164,2.0,0.23508562,1.0367888,0.86345834,0.5586758,3.6901765,
b2,a664994b-2be1-4102-92b6-631d95d6871e,b2,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6709.917,Stats[mean=6775.1147 min=5227.0 max=10447.0 stdv=1149.8331],Stats[mean=5991.5493 min=4870.0 max=7007.0 stdv=457.1792],(x=36.38 y=2.62),false,36.471275,2,2,2,36.377342,2.6158886,0,0,0,1,1,1,1,1,1,ip[width=33  height=1  bits=16  min=4228.0  max=17971.0],1,0.051831055,1.4650671,6.3788013,0.35349894,0.069751784,3.4251676,3.4354234,1,41.939793,7.2167163,2.0,0.15900251,1.0048286,0.9702646,0.44830313,4.5001955,
b3,45f66c58-3ce0-4e8d-90c6-82f275acbc5b,b3,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7681.047,Stats[mean=7537.504 min=5493.0 max=10682.0 stdv=1149.6555],Stats[mean=6633.752 min=5416.0 max=8613.0 stdv=601.2313],(x=1.70 y=2.37),false,2.9127028,2,2,2,1.6983674,2.3663023,0,0,0,1,1,1,1,1,1,ip[width=28  height=1  bits=16  min=4228.0  max=17971.0],1,0.14500533,1.4755051,3.762322,0.48149866,0.2840864,2.8162572,2.8798687,1,44.508347,6.205514,2.0,0.23686792,1.026083,0.89904165,0.5436832,3.1097994,
b4,5085bed9-b199-4fd4-bc94-025f343211cc,b4,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6737.098,Stats[mean=6690.022 min=5223.0 max=8959.0 stdv=993.6964],Stats[mean=6029.196 min=5047.0 max=7126.0 stdv=483.124],(x=33.75 y=2.01),false,33.80592,2,2,2,33.74612,2.0098546,0,0,0,1,1,1,1,1,1,ip[width=12  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.5328347,2.12853,0.8203121,0.005884184,1.1737775,1.169796,1,61.956013,2.8570092,2.0,0.49241483,1.0000019,0.9997171,0.51337624,4.46128,
b5,5672b524-b882-4c89-aafd-9f6b74b179b4,b5,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6621.584,Stats[mean=6243.7715 min=5090.0 max=8689.0 stdv=770.327],Stats[mean=6067.4287 min=4717.0 max=7491.0 stdv=478.43182],(x=32.08 y=2.92),false,32.215622,2,2,2,32.083153,2.9184794,0,0,0,1,1,1,1,1,1,ip[width=19  height=1  bits=16  min=4228.0  max=17971.0],1,0.115132615,0.8248751,3.2228696,0.60926354,0.21917236,1.8549834,1.8640233,1,52.88827,4.1247387,2.0,0.30522367,1.0061939,0.9975491,0.4878168,4.6266646,
b6,0d672f19-2eb7-4d5c-a19e-70087c36d0e8,b6,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7257.9414,Stats[mean=7210.024 min=5499.0 max=11869.0 stdv=1447.6465],Stats[mean=6120.7383 min=4994.0 max=7584.0 stdv=437.71686],(x=2.03 y=3.44),false,3.9927166,2,2,2,2.0317228,3.4371336,0,0,0,1,1,1,1,1,1,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.08541848,1.4742359,4.5473623,0.45487767,0.17951858,2.9437711,2.9736547,1,56.212433,6.3817697,2.0,0.21660526,1.0132482,0.9504559,0.525097,3.7155726,
b7,40eb5231-224c-4560-a9c3-904795a01476,b7,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6559.5757,Stats[mean=6322.488 min=5194.0 max=8639.0 stdv=820.05365],Stats[mean=6553.622 min=5559.0 max=7918.0 stdv=537.93604],(x=26.60 y=5.49),false,27.162218,2,2,2,26.601433,5.4908853,0,0,0,1,1,1,1,1,1,ip[width=21  height=1  bits=16  min=4228.0  max=17971.0],1,0.06703599,1.018723,3.563801,0.5784057,0.1228741,2.1280742,2.1325023,1,84.68041,4.7045355,2.0,0.28641298,1.0028293,0.9986698,0.5167034,4.7154446,
b8,2f599086-30bd-4736-aac7-73519a1e8a1a,b8,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6570.5615,Stats[mean=6161.68 min=5103.0 max=7828.0 stdv=622.3601],Stats[mean=6302.46 min=5234.0 max=7145.0 stdv=464.08514],(x=18.90 y=5.69),false,19.73481,2,2,2,18.897043,5.6889753,0,0,0,1,1,1,1,1,1,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.26828653,0.5953941,2.6191928,0.68285644,0.44124794,1.4467332,1.4655572,1,82.6533,3.3101106,2.0,0.36219105,1.0155683,0.9951154,0.44586,4.699715,
b9,a59cf775-1ed6-4dff-9846-3ba7b76586ef,b9,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6458.8486,Stats[mean=6171.1396 min=5274.0 max=7258.0 stdv=472.48526],Stats[mean=6174.1396 min=5449.0 max=7276.0 stdv=387.87408],(x=29.08 y=6.50),false,29.801756,2,2,2,29.084452,6.499177,0,0,0,1,1,1,1,1,1,ip[width=16  height=1  bits=16  min=4228.0  max=17971.0],1,0.10556793,0.4891965,3.547985,0.5557491,0.20042978,1.5304426,1.5325415,1,178.26692,3.325885,2.0,0.26592514,1.0037972,0.99796534,0.34118885,4.8596582,
b10,b26315a9-6d8b-4fb8-a24c-fe59ee9ac235,b10,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7049.202,Stats[mean=6713.4673 min=5346.0 max=9638.0 stdv=791.5919],Stats[mean=6455.2334 min=5190.0 max=7603.0 stdv=526.4471],(x=32.52 y=7.60),false,33.392323,2,2,2,32.515713,7.601033,0,0,0,1,1,1,1,1,1,ip[width=34  height=1  bits=16  min=4228.0  max=17971.0],1,0.1571006,1.6500112,4.058058,0.36632264,0.31568116,3.4099042,3.5670054,1,14.843436,7.523441,2.0,0.18068106,1.0604786,0.7345487,0.48437977,4.0144305,
b11,ecdd7b7b-1fb2-43db-b7d1-249d4370322f,b11,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6767.8887,Stats[mean=8047.766 min=5321.0 max=11527.0 stdv=1834.3885],Stats[mean=5988.362 min=5056.0 max=6999.0 stdv=451.55164],(x=0.57 y=7.24),false,7.2667766,2,2,2,0.5728765,7.24416,0,0,0,1,1,1,1,1,1,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.014900179,0.564671,2.2428079,0.7845466,0.038610492,1.236203,1.2227179,1,113.16875,3.0074146,2.0,0.47046363,1.0000902,0.9878051,0.51660126,4.417196,
b12,789173d2-38b1-47ce-b44d-85347accc37b,b12,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7175.536,Stats[mean=7022.257 min=5763.0 max=10755.0 stdv=899.52374],Stats[mean=6317.3276 min=5168.0 max=7417.0 stdv=482.45926],(x=31.49 y=8.62),false,32.648396,2,2,2,31.489109,8.622858,0,0,0,1,1,1,1,1,1,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.044111058,1.3229988,5.4907656,0.41180387,0.09482114,2.990298,2.9996152,1,27.222483,6.353886,2.0,0.1883825,1.0032326,0.9990629,0.4677471,3.8335543,
b13,f5df55e4-b652-47fa-9818-a5f78b1a9456,b13,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6786.277,Stats[mean=6592.1045 min=5472.0 max=10050.0 stdv=958.90717],Stats[mean=6256.4185 min=4884.0 max=7123.0 stdv=439.61826],(x=22.56 y=7.88),false,23.89674,2,2,2,22.558601,7.8843985,0,0,0,1,1,1,1,1,1,ip[width=23  height=1  bits=16  min=4228.0  max=17971.0],1,0.04262821,1.0159918,4.19215,0.50826865,0.026418956,2.320459,2.32181,1,98.466644,5.0119114,2.0,0.24024403,1.0010248,0.99773926,0.47267509,4.390869,
b14,1a04e53e-b750-4a86-941c-99c26af4d183,b14,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7061.5537,Stats[mean=6873.125 min=5316.0 max=9243.0 stdv=1016.49896],Stats[mean=6139.979 min=5241.0 max=7142.0 stdv=400.01328],(x=34.11 y=8.48),false,35.150013,2,2,2,34.111935,8.479352,0,0,0,1,1,1,1,1,1,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.057588648,0.5579286,2.582598,0.69848955,0.10148257,1.3733689,1.3698367,1,37.200268,3.1682124,2.0,0.37662953,1.0006983,0.9966439,0.444761,3.9967465,
b15,cc5e9bb2-3fae-4dc2-9da4-dc9405f5bf22,b15,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7233.0166,Stats[mean=6818.2236 min=5319.0 max=8684.0 stdv=753.8828],Stats[mean=6141.579 min=5373.0 max=7434.0 stdv=422.89847],(x=29.69 y=10.29),false,31.421406,2,2,2,29.688152,10.291663,0,0,0,1,1,1,1,1,1,ip[width=41  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.90477264,15.112304,0.15344049,0.011486442,4.2620225,4.2624044,1,36.254955,8.6080475,2.0,0.06341881,1.0000901,1.0,0.21678233,3.7512581,
b16,30a7cb03-27c8-470c-925f-e3255dd2e581,b16,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7006.044,Stats[mean=6877.3613 min=5577.0 max=9801.0 stdv=1006.5047],Stats[mean=6302.9443 min=5143.0 max=7656.0 stdv=529.3013],(x=14.14 y=9.29),false,16.92456,2,2,2,14.144521,9.293724,0,0,0,1,1,1,1,1,1,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.05961652,1.3048255,5.5431,0.39623353,0.081687614,3.019426,3.0220678,1,89.05222,6.4328814,2.0,0.18222743,1.0030549,0.9836252,0.45416245,4.0762215,
b17,3dc0e88e-1f3c-459c-85ef-fabfb61ea725,b17,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6601.8,Stats[mean=6451.597 min=5214.0 max=9124.0 stdv=711.5135],Stats[mean=6419.5195 min=5120.0 max=7531.0 stdv=465.1808],(x=22.53 y=10.21),false,24.740246,2,2,2,22.53355,10.213659,0,0,0,1,1,1,1,1,1,ip[width=25  height=1  bits=16  min=4228.0  max=17971.0],1,0.33657706,0.8934187,2.8032987,0.39766607,0.6885934,2.2329984,2.517164,1,165.09326,5.3134084,2.0,0.22813314,1.1517445,0.69181794,0.37418368,4.65499,
b18,8c0dfe79-920f-433d-9cc6-4055a34a7b29,b18,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7274.208,Stats[mean=6821.756 min=5825.0 max=8799.0 stdv=811.58606],Stats[mean=6350.732 min=5425.0 max=7440.0 stdv=420.2047],(x=32.76 y=9.80),false,34.195713,2,2,2,32.760746,9.802058,0,0,0,1,1,1,1,1,1,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.51565605,3.2412126,0.6066891,1.2099489E-5,1.4849994,1.4849972,1,54.599728,3.2681491,2.0,0.2977266,1.0,0.9978232,0.37671924,3.6922832,
b19,45dd8d4e-0f9b-428c-903a-acf4aae1f2c7,b19,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7228.6226,Stats[mean=7031.4 min=5665.0 max=9302.0 stdv=910.62384],Stats[mean=6202.957 min=5068.0 max=7358.0 stdv=479.18347],(x=18.20 y=10.30),false,20.911196,2,2,2,18.199856,10.297734,0,0,0,1,1,1,1,1,1,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.07139412,0.7898538,4.1039424,0.5101283,0.13851568,2.0446312,2.0513816,1,85.791046,4.4110155,2.0,0.24056189,1.0036616,0.99857044,0.4105954,3.757549,
b20,3a653f39-f364-4cd9-bf93-c75b49719f8c,b20,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7229.424,Stats[mean=7140.352 min=5414.0 max=10644.0 stdv=1120.7905],Stats[mean=6138.535 min=5095.0 max=7017.0 stdv=455.81268],(x=12.04 y=10.80),false,16.178043,2,2,2,12.043453,10.8020525,0,0,0,1,1,1,1,1,1,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.12340986,0.8435208,3.6659706,0.56045574,0.22580771,1.9679956,1.9661534,1,53.97373,4.3489275,2.0,0.27730498,1.0077364,0.99825007,0.46326837,3.7564018,
b21,2a5cde54-f18d-4434-9dc5-2680091aa4ac,b21,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7199.1816,Stats[mean=6997.06 min=5820.0 max=9725.0 stdv=796.3595],Stats[mean=6335.32 min=5368.0 max=7706.0 stdv=542.29535],(x=19.56 y=10.85),false,22.366549,2,2,2,19.56064,10.846374,0,0,0,1,1,1,1,1,1,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.09116671,0.6142109,2.379286,0.7379782,0.18589972,1.3912133,1.3906777,1,104.07516,3.234014,2.0,0.40405473,1.0025282,0.99576956,0.4892537,3.7997003,
b22,f5f5675f-04b8-4acd-a0c6-76f2c42d6400,b22,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6735.0264,Stats[mean=6449.865 min=5129.0 max=8719.0 stdv=862.77136],Stats[mean=6176.481 min=5277.0 max=7099.0 stdv=388.56903],(x=18.92 y=11.64),false,22.210438,2,2,2,18.915283,11.641117,0,0,0,1,1,1,1,1,1,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.076281026,0.61041856,2.6438286,0.68549204,0.12669475,1.4802552,1.4814876,1,156.88976,3.3451653,2.0,0.3547028,1.0012923,0.996422,0.4542419,4.464246,
b23,dd4be4e6-08fb-4c8e-a203-660271d881c9,b23,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7639.8813,Stats[mean=7519.028 min=5391.0 max=10981.0 stdv=1513.3293],Stats[mean=6398.8887 min=5576.0 max=7470.0 stdv=454.67776],(x=12.61 y=11.87),false,17.316587,2,2,2,12.610341,11.867751,0,0,0,1,1,1,1,1,1,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.049394764,0.40961504,2.9154468,0.6353208,0.09855514,1.2881122,1.2850326,1,91.44829,2.8464026,2.0,0.3143248,1.0006472,0.99689525,0.34974942,3.1687372,
b24,a6190086-9ee1-4ae3-8903-f54567d8a5b5,b24,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6674.7397,Stats[mean=6504.267 min=5248.0 max=10285.0 stdv=926.0259],Stats[mean=6384.0425 min=5092.0 max=7611.0 stdv=472.70065],(x=10.97 y=12.77),false,16.836115,2,2,2,10.97173,12.770117,0,0,0,1,1,1,1,1,1,ip[width=59  height=1  bits=16  min=4228.0  max=17971.0],1,0.12212053,2.844064,3.7584646,0.21140637,0.2561839,5.683148,6.3071623,1,71.730156,13.002162,2.0,0.112117015,1.1295923,0.4451125,0.4618252,4.5505605,
b25,3d78aaa6-30b9-4faa-bf1d-f79867a90f67,b25,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6902.99,Stats[mean=6707.5303 min=5134.0 max=9533.0 stdv=876.2836],Stats[mean=6256.8525 min=5284.0 max=7253.0 stdv=413.90103],(x=15.78 y=14.60),false,21.503569,2,2,2,15.784769,14.602895,0,0,0,1,1,1,1,1,1,ip[width=42  height=1  bits=16  min=4228.0  max=17971.0],1,0.039179917,1.7957791,7.5988417,0.27193356,0.08716234,4.3774614,4.397276,1,72.284195,9.109614,2.0,0.119321406,1.0057932,0.9056364,0.42045575,4.2237673,
b26,d09c2e3e-9d0c-4bd4-889a-b7632893a598,b26,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7130.84,Stats[mean=6855.34 min=5810.0 max=8858.0 stdv=873.39276],Stats[mean=6468.0376 min=5696.0 max=7573.0 stdv=365.5855],(x=15.76 y=15.45),false,22.07023,2,2,2,15.755954,15.454612,0,0,0,1,1,1,1,1,1,ip[width=17  height=1  bits=16  min=4228.0  max=17971.0],1,0.14943688,0.6167855,3.771437,0.5443351,0.22781245,1.7305624,1.740366,1,90.5606,3.773452,2.0,0.26222235,1.0060222,0.9985918,0.38118505,3.8975472,
b27,d7c84ea1-a10a-478d-8cb7-f7a6fd754a66,b27,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:1/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6553.892,Stats[mean=6540.3833 min=4770.0 max=9224.0 stdv=1118.8877],Stats[mean=6092.7 min=4729.0 max=7153.0 stdv=492.1216],(x=5.41 y=15.64),false,16.553799,2,2,2,5.4102883,15.644712,0,0,0,1,1,1,1,1,1,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.019424388,0.6983415,2.263276,0.7891629,0.03816485,1.3950354,1.3876616,1,70.00783,3.3346903,2.0,0.45688564,1.0001084,0.9980235,0.56608075,4.7235813,
